,TYPE,YEAR,MONTH,NEIGHBOURHOOD,Lat,Long,SEASON
318,Theft from Vehicle,2018,12,Grandview-Woodland,49.28117550193844,-123.06168800623216,Winter
319,Theft from Vehicle,2019,3,Central Business District,49.28306543324687,-123.11348529788324,Winter
320,Other Theft,2018,9,Central Business District,49.27894769027725,-123.1255608722335,Summer
321,Theft of Bicycle,2022,9,Kitsilano,49.27317290009099,-123.15251453923102,Autumn
322,Other Theft,2018,6,Strathcona,49.26963640120514,-123.08010357908796,Spring
323,Break and Enter Residential/Other,2019,10,Strathcona,49.27737728973522,-123.08615281947344,Autumn
324,Other Theft,2019,3,Central Business District,49.27952295128144,-123.1067611158076,Winter
325,Theft from Vehicle,2018,10,Strathcona,49.277874572304825,-123.07730516665676,Autumn
326,Mischief,2020,10,Strathcona,49.28113953638197,-123.09051857962514,Autumn
327,Other Theft,2019,3,Mount Pleasant,49.26649125218248,-123.11455870410067,Winter
328,Mischief,2021,11,Central Business District,49.28536858733788,-123.11757265561911,Autumn
329,Other Theft,2022,10,Central Business District,49.28137272036163,-123.11972025412156,Autumn
330,Theft from Vehicle,2020,5,Kensington-Cedar Cottage,49.25948806813764,-123.06437327235147,Spring
331,Theft from Vehicle,2019,6,Sunset,49.223450065953,-123.0828200275614,Spring
332,Mischief,2018,11,Mount Pleasant,49.26537820139213,-123.09658599375476,Autumn
333,Break and Enter Residential/Other,2022,5,Sunset,49.22835936396078,-123.0971791211685,Spring
334,Theft from Vehicle,2018,6,Central Business District,49.28016883726859,-123.12745652299074,Spring
335,Mischief,2022,3,Grandview-Woodland,49.26229706281211,-123.0668388301646,Spring
336,Other Theft,2020,9,Strathcona,49.28184299843746,-123.09958228830574,Summer
337,Theft from Vehicle,2018,8,Central Business District,49.28401969536677,-123.1138300997698,Summer
338,Theft from Vehicle,2020,7,Central Business District,49.27993730032564,-123.11425599388028,Summer
339,Theft from Vehicle,2020,3,Central Business District,49.28277219821248,-123.10996059991965,Spring
340,Mischief,2022,6,Central Business District,49.282332733234654,-123.10379103718816,Spring
341,Theft from Vehicle,2022,1,Shaughnessy,49.24165864239405,-123.13466963957596,Winter
342,Mischief,2020,4,Central Business District,49.28253946086779,-123.11814249232724,Spring
343,Theft of Vehicle,2022,8,Grandview-Woodland,49.27742768879232,-123.0578594372006,Summer
344,Break and Enter Commercial,2020,11,West End,49.28804020356223,-123.12787912107352,Autumn
345,Other Theft,2019,9,Grandview-Woodland,49.28117550193844,-123.06168800623216,Autumn
346,Mischief,2022,10,Fairview,49.263559999657794,-123.13608880015308,Autumn
347,Theft of Vehicle,2018,12,Central Business District,49.28146651103234,-123.1034662002798,Autumn
348,Theft from Vehicle,2020,9,West End,49.28472978571085,-123.12724725565876,Summer
349,Theft from Vehicle,2020,12,Strathcona,49.278595261037815,-123.0986909681654,Autumn
350,Break and Enter Residential/Other,2021,11,Sunset,49.22470580424331,-123.10353577020318,Autumn
351,Mischief,2021,9,Marpole,49.20802177496575,-123.11528384779014,Autumn
352,Other Theft,2020,6,Mount Pleasant,49.26357273006932,-123.10080326700496,Spring
353,Theft of Vehicle,2020,12,Strathcona,49.28099555809995,-123.08473677992072,Autumn
354,Mischief,2019,1,Central Business District,49.28052182186263,-123.09976047429852,Winter
355,Mischief,2021,9,Central Business District,49.2748512962402,-123.11289588506934,Summer
356,Mischief,2020,5,Kensington-Cedar Cottage,49.23928649979336,-123.08910561602552,Spring
357,Other Theft,2021,1,Central Business District,49.28837299086439,-123.12356054007232,Winter
358,Other Theft,2022,8,Central Business District,49.282749195472405,-123.11763604538572,Summer
359,Theft of Vehicle,2019,4,Central Business District,49.28103374359148,-123.10764378321232,Spring
360,Mischief,2018,6,Sunset,49.21174119885328,-123.08949863690368,Summer
361,Theft from Vehicle,2021,9,West End,49.28099948879879,-123.12640865895568,Summer
362,Other Theft,2018,5,Kitsilano,49.26856189693154,-123.18173680038852,Spring
363,Theft of Bicycle,2022,8,Central Business District,49.28593067851087,-123.12336482420208,Summer
364,Theft from Vehicle,2020,4,Victoria-Fraserview,49.2214137167987,-123.0747470098754,Spring
365,Other Theft,2018,5,Fairview,49.264283826070375,-123.13860027452084,Spring
366,Mischief,2018,5,Kitsilano,49.27186369545331,-123.16434923642508,Spring
367,Break and Enter Commercial,2020,3,Riley Park,49.24850987113567,-123.09021969726008,Spring
368,Theft from Vehicle,2021,1,Mount Pleasant,49.26937480699196,-123.10936141186156,Winter
369,Other Theft,2018,2,Mount Pleasant,49.26313756700176,-123.11283510974891,Winter
370,Theft from Vehicle,2018,5,Central Business District,49.27792098286904,-123.1231189850946,Spring
371,Theft of Bicycle,2018,4,Central Business District,49.28094564032671,-123.10715115113877,Spring
372,Vehicle Collision or Pedestrian Struck (with Injury),2022,12,Central Business District,49.28105801627784,-123.10758959300404,Winter
373,Theft of Bicycle,2018,8,West End,49.28772860146484,-123.1274692008068,Summer
374,Mischief,2018,8,Marpole,49.21044295525259,-123.11605502521314,Summer
375,Theft from Vehicle,2020,3,Mount Pleasant,49.2651627734276,-123.0870351365399,Spring
376,Theft from Vehicle,2019,5,Mount Pleasant,49.26020318150273,-123.10460028940574,Spring
377,Theft from Vehicle,2018,10,Victoria-Fraserview,49.223057310568464,-123.06247579876624,Autumn
378,Theft from Vehicle,2019,3,West End,49.28249019801813,-123.12804799992158,Winter
379,Mischief,2020,8,Kitsilano,49.26476550551734,-123.15670073733553,Summer
380,Theft from Vehicle,2020,6,Marpole,49.21711859897524,-123.12925009873534,Spring
381,Theft of Bicycle,2018,10,Central Business District,49.28466921973235,-123.11088929566098,Autumn
382,Other Theft,2022,4,Mount Pleasant,49.26403416228645,-123.11454561439254,Spring
383,Other Theft,2019,4,Stanley Park,49.29843571696392,-123.11942401800611,Spring
384,Other Theft,2020,3,Strathcona,49.2831570981939,-123.09771430008894,Winter
385,Mischief,2022,11,Central Business District,49.27753180201204,-123.12361410045814,Autumn
386,Other Theft,2019,7,Grandview-Woodland,49.2812764404343,-123.0747459161495,Summer
387,Theft from Vehicle,2019,7,West End,49.28028528732061,-123.1274579381558,Summer
388,Theft of Bicycle,2018,8,Hastings-Sunrise,49.28840456770148,-123.05655216240724,Summer
389,Theft from Vehicle,2020,6,Renfrew-Collingwood,49.24973678637416,-123.04777199264268,Spring
390,Theft of Bicycle,2019,8,Central Business District,49.27385427478487,-123.1189323231048,Summer
391,Theft from Vehicle,2018,10,Central Business District,49.27928561171668,-123.12087726853524,Autumn
392,Mischief,2018,3,Fairview,49.2660400978214,-123.12891530040982,Winter
393,Mischief,2019,6,Kensington-Cedar Cottage,49.24056113915644,-123.0736825835868,Spring
394,Theft from Vehicle,2021,2,Hastings-Sunrise,49.27046772174074,-123.0538464740329,Winter
395,Other Theft,2022,10,West End,49.288132853685866,-123.12695821912372,Autumn
396,Theft from Vehicle,2018,1,Fairview,49.25883449836078,-123.13390799935412,Winter
397,Theft of Bicycle,2018,5,Grandview-Woodland,49.2748363375459,-123.06948295188852,Spring
398,Theft of Vehicle,2018,7,Sunset,49.2201701309688,-123.1047647189636,Summer
399,Theft from Vehicle,2019,11,West End,49.28785458293641,-123.12995603734372,Autumn
400,Break and Enter Residential/Other,2020,11,Strathcona,49.28389561730041,-123.09097617978972,Autumn
401,Break and Enter Commercial,2021,12,Grandview-Woodland,49.28121164756615,-123.05772521389716,Autumn
402,Theft of Vehicle,2019,12,Hastings-Sunrise,49.28473049546545,-123.02908194542891,Autumn
403,Mischief,2020,3,Fairview,49.26592323107714,-123.12885657993355,Winter
404,Other Theft,2019,6,West End,49.28390936393112,-123.12368809532744,Spring
405,Theft of Bicycle,2019,10,Grandview-Woodland,49.28029350416278,-123.06692321001626,Autumn
406,Other Theft,2022,3,Mount Pleasant,49.26527432680891,-123.11467242452764,Winter
407,Break and Enter Residential/Other,2019,11,South Cambie,49.25528587542704,-123.12291634302537,Autumn
408,Theft from Vehicle,2019,6,Kitsilano,49.263865647771325,-123.15803260387833,Spring
409,Theft from Vehicle,2019,12,Kitsilano,49.26467419783986,-123.14809560065368,Autumn
410,Theft of Bicycle,2021,9,South Cambie,49.23615654740984,-123.1223585705659,Summer
411,Other Theft,2022,2,Mount Pleasant,49.26392528788124,-123.07756390716034,Winter
412,Theft from Vehicle,2019,10,Kitsilano,49.26895428798127,-123.15074729754213,Autumn
413,Other Theft,2019,3,Marpole,49.20858473373302,-123.14129022516548,Winter
414,Break and Enter Residential/Other,2020,11,Fairview,49.26241087639816,-123.12239461902335,Autumn
415,Theft from Vehicle,2019,5,Central Business District,49.283873475653735,-123.10655019853918,Spring
416,Theft from Vehicle,2020,10,Shaughnessy,49.23703936740025,-123.13831922540712,Autumn
417,Break and Enter Commercial,2019,1,Sunset,49.21096568050959,-123.09531903250162,Winter
418,Other Theft,2019,1,Renfrew-Collingwood,49.25890448503278,-123.03193738858316,Winter
419,Theft from Vehicle,2018,8,Central Business District,49.27792098286904,-123.1231189850946,Summer
420,Mischief,2022,5,Central Business District,49.28539734259007,-123.12253761274008,Spring
421,Break and Enter Residential/Other,2018,6,Strathcona,49.280365795592544,-123.09675026248696,Spring
422,Theft from Vehicle,2019,2,Mount Pleasant,49.26367412943063,-123.1019718628026,Winter
423,Mischief,2018,1,Marpole,49.20745181818692,-123.12894642889944,Winter
424,Other Theft,2020,10,Strathcona,49.27543475508136,-123.09913876408018,Autumn
425,Theft from Vehicle,2020,4,Renfrew-Collingwood,49.23488109861993,-123.04169239942352,Spring
426,Other Theft,2018,7,West End,49.28028346548365,-123.12746066818804,Summer
427,Mischief,2022,9,Sunset,49.21773299933904,-123.10490070835986,Summer
428,Other Theft,2019,3,Central Business District,49.28816470982864,-123.12066183858934,Winter
429,Mischief,2021,2,Killarney,49.20885240336272,-123.0290420294993,Winter
430,Other Theft,2018,11,Central Business District,49.28299726100672,-123.11528863410363,Autumn
431,Theft from Vehicle,2021,2,Strathcona,49.27769163011226,-123.09831430723828,Winter
432,Other Theft,2019,4,West End,49.28028346548365,-123.12746066818804,Spring
433,Theft of Bicycle,2018,9,Central Business District,49.27957464748822,-123.1065623197654,Summer
434,Theft from Vehicle,2021,9,Central Business District,49.28094148358246,-123.10712794545483,Autumn
435,Other Theft,2022,7,Kitsilano,49.27675864463801,-123.14610334618143,Summer
436,Other Theft,2021,6,Victoria-Fraserview,49.22519342596637,-123.0772650660787,Spring
437,Theft from Vehicle,2018,9,Central Business District,49.28836077478795,-123.11662206922348,Summer
438,Other Theft,2019,3,Central Business District,49.276883438240766,-123.11972267855776,Winter
439,Theft from Vehicle,2022,3,Central Business District,49.274534498972216,-123.1199471527096,Winter
440,Theft of Bicycle,2019,9,Central Business District,49.275070835156896,-123.10191364261706,Summer
441,Theft from Vehicle,2018,3,Central Business District,49.28176373835844,-123.11545133477505,Winter
442,Theft from Vehicle,2020,8,Central Business District,49.281700230607086,-123.11723899304818,Summer
443,Mischief,2019,2,Central Business District,49.283984321328845,-123.10718829382934,Winter
444,Other Theft,2019,1,Kensington-Cedar Cottage,49.26226968891137,-123.0681990202188,Winter
445,Other Theft,2018,11,Dunbar-Southlands,49.24239016588629,-123.17490915634274,Autumn
446,Theft from Vehicle,2022,1,Grandview-Woodland,49.266921476336506,-123.07101508315718,Winter
447,Theft from Vehicle,2020,1,Central Business District,49.28324109783088,-123.10218400029268,Winter
448,Other Theft,2019,12,Renfrew-Collingwood,49.25816374910402,-123.03698586568773,Winter
449,Theft from Vehicle,2019,4,Grandview-Woodland,49.28574842755152,-123.05827980100143,Spring
450,Break and Enter Commercial,2022,5,Grandview-Woodland,49.2717620081432,-123.06955372910244,Spring
451,Theft from Vehicle,2018,12,Grandview-Woodland,49.27566636820968,-123.06959682227952,Autumn
452,Theft from Vehicle,2019,6,West End,49.2834498363378,-123.12513684570392,Summer
453,Break and Enter Commercial,2020,4,Central Business District,49.27331369838617,-123.11528600976774,Spring
454,Mischief,2019,10,South Cambie,49.2462525148377,-123.12130815912715,Autumn
455,Theft from Vehicle,2019,11,Central Business District,49.28664512276632,-123.1140115145333,Autumn
456,Mischief,2022,9,Grandview-Woodland,49.28117550193844,-123.06168800623216,Summer
457,Mischief,2018,9,West End,49.28910159836053,-123.1337915259433,Summer
458,Theft from Vehicle,2018,8,Central Business District,49.27510560435438,-123.1018217028656,Summer
459,Theft from Vehicle,2022,2,Kensington-Cedar Cottage,49.25641277795084,-123.0727845469124,Winter
460,Other Theft,2022,9,West End,49.28580289195163,-123.12660760624196,Summer
461,Mischief,2019,3,Grandview-Woodland,49.281288015775296,-123.0700120972598,Winter
462,Mischief,2020,1,Central Business District,49.28200189895372,-123.10719399449847,Winter
463,Other Theft,2018,2,Hastings-Sunrise,49.28120462102069,-123.05240295353066,Winter
464,Other Theft,2021,9,Mount Pleasant,49.2627475943559,-123.09711913629388,Summer
465,Vehicle Collision or Pedestrian Struck (with Injury),2020,12,Mount Pleasant,49.258810560901054,-123.08920767698204,Autumn
466,Theft from Vehicle,2021,11,West Point Grey,49.27621741871263,-123.21604393648704,Autumn
467,Break and Enter Commercial,2021,2,Central Business District,49.28212016972895,-123.10434965794694,Winter
468,Theft from Vehicle,2019,5,Renfrew-Collingwood,49.23718854115976,-123.05033797435154,Spring
469,Theft from Vehicle,2020,11,Fairview,49.25961892876319,-123.12830429123636,Autumn
470,Theft of Bicycle,2020,10,Strathcona,49.28310530835572,-123.0928401194794,Autumn
471,Other Theft,2019,7,Sunset,49.2296389097193,-123.09067197906906,Summer
472,Theft from Vehicle,2022,1,West End,49.28147764909479,-123.126566480698,Winter
473,Other Theft,2021,5,Renfrew-Collingwood,49.25816374910402,-123.03698586568773,Spring
474,Theft from Vehicle,2019,2,Marpole,49.2173368457229,-123.1109476443283,Winter
475,Theft of Bicycle,2019,12,Strathcona,49.283036116813406,-123.08920853090272,Winter
476,Break and Enter Residential/Other,2022,1,Central Business District,49.283327567143,-123.11089664514252,Winter
477,Mischief,2021,7,Central Business District,49.28441356162228,-123.11238089287376,Summer
478,Other Theft,2019,1,Strathcona,49.27208152651912,-123.09629986350608,Winter
479,Mischief,2019,9,Grandview-Woodland,49.27490664531156,-123.06979408682253,Autumn
480,Other Theft,2022,10,Central Business District,49.28203995527481,-123.12078124596351,Autumn
481,Mischief,2018,1,Central Business District,49.28048907447215,-123.11164821537648,Winter
482,Other Theft,2021,5,Victoria-Fraserview,49.2097675079522,-123.05554606928352,Spring
483,Break and Enter Residential/Other,2019,10,Oakridge,49.21910450092561,-123.1061210391422,Autumn
484,Mischief,2022,6,Strathcona,49.28012021976241,-123.08262327244412,Summer
485,Vehicle Collision or Pedestrian Struck (with Injury),2022,11,Central Business District,49.27860934398291,-123.09977495361052,Autumn
486,Other Theft,2019,4,Mount Pleasant,49.263080764602506,-123.10630385269825,Spring
487,Mischief,2019,11,Central Business District,49.277596464663006,-123.1256110502966,Autumn
488,Theft from Vehicle,2020,2,Sunset,49.22846878254583,-123.09920854628358,Winter
489,Mischief,2021,1,Central Business District,49.28230756086491,-123.10315748760596,Winter
490,Mischief,2019,7,Victoria-Fraserview,49.21097441451038,-123.07387923154656,Summer
491,Mischief,2018,4,Central Business District,49.28855435255275,-123.11699763114116,Spring
492,Theft from Vehicle,2018,8,Central Business District,49.284028119166926,-123.1099206772792,Summer
493,Theft from Vehicle,2018,1,Central Business District,49.27939745304925,-123.12659053353154,Winter
494,Other Theft,2018,12,Central Business District,49.28389889071806,-123.11670522276012,Autumn
495,Vehicle Collision or Pedestrian Struck (with Injury),2022,3,Strathcona,49.28126661035892,-123.0954079643243,Spring
496,Theft from Vehicle,2022,1,West End,49.28551823146571,-123.13830274172064,Winter
